,Domain_1,Domain_2,Domain_3,Domain_4,Domain_5,Domain_6,Domain_7,Domain_8,Domain_9,Domain_10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.008016032064128256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01603206412825651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.024048096192384766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03206412825651302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04008016032064128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04809619238476953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05611222444889779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06412825651302605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0721442885771543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08016032064128256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08817635270541081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.09619238476953906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10420841683366733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11222444889779558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.12024048096192384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1282565130260521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.13627254509018036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1442885771543086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15230460921843686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16032064128256512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.16833667334669336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.17635270541082163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1843687374749499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.19238476953907813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2004008016032064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.20841683366733466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.21643286573146292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.22444889779559116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.23246492985971942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24048096192384769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24849699398797592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2565130260521042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.26452905811623245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2725450901803607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.280561122244489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2885771543086172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.29659318637274545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3046092184368737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.312625250501002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32064128256513025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3286573146292585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3366733466933867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.344689378757515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.35270541082164325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3607214428857715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3687374749498998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.37675350701402804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.38476953907815625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3927855711422845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4008016032064128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.40881763527054105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4168336673346693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4248496993987976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.43286573146292584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.44088176352705405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4488977955911823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4569138276553106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.46492985971943884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4729458917835671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.48096192384769537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4889779559118236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.49699398797595185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5050100200400801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5130260521042084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5210420841683366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5290581162324649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5370741482965932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5450901803607214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5531062124248497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.561122244488978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5691382765531061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5771543086172344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5851703406813626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5931863727454909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6012024048096192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6092184368737474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6172344689378757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.625250501002004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6332665330661322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6412825651302605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6492985971943888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.657314629258517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6653306613226453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6733466933867734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6813627254509017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.68937875751503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6973947895791582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
