0,7.24883,12.5772,12.3693,16.8423,5.41587
1,10.3992,9.20242,10.1111,7.86104,7.34091
2,9.41262,11.1104,6.16012,10.7123,9.82674
3,15.5971,13.896,4.49451,15.6511,11.8656
4,8.06764,4.20615,12.8306,6.47773,3.1103
5,8.23442,7.69267,10.3333,9.11857,16.0045
6,13.492,9.14186,5.46407,15.9431,13.9277
7,23.2801,11.3174,18.2089,12.3041,10.4296
8,2.45021,13.6075,5.7829,7.43337,9.78232
9,8.6235,2.18467,6.02184,14.6529,13.3888
10,13.4922,10.868,13.3114,11.2056,9.15897
11,15.8238,8.77126,6.15166,16.0609,16.1675
12,13.921,6.92562,11.6645,3.09641,8.59597
13,9.70091,14.8059,18.9714,12.9034,11.4883
14,4.85942,2.90702,10.9517,10.6788,13.0404
15,13.5249,11.8046,2.66516,14.4631,9.47371
16,5.22327,7.92618,3.0063,8.2796,13.7539
17,8.36187,5.69201,8.70908,12.3048,3.25305
18,4.90464,10.6351,3.75278,19.7256,9.23332
19,16.3187,9.92258,9.86312,14.0894,4.72698
20,6.20836,12.2871,9.67811,11.7245,9.59956
21,20.7936,16.1589,8.92838,6.55403,13.6392
22,6.90465,11.7808,9.8906,16.0903,8.05271
23,7.78599,11.8911,19.6692,10.4049,7.91772
24,14.2875,13.5906,5.24264,7.3192,15.4826
25,13.3859,19.3616,11.9819,6.87192,7.38769
26,10.0652,11.8888,10.3141,12.508,9.26527
27,10.9031,14.8241,4.67584,10.5436,10.5288
28,9.97572,8.08338,7.68737,4.43751,14.3361
29,12.698,2.50852,9.94278,12.0668,9.29551
30,14.3608,16.5017,3.28238,14.2506,11.9717
31,9.97652,2.14594,17.3992,11.9839,1.08374
32,8.78433,11.6361,12.5329,9.36198,11.708
33,20.5944,17.7327,5.2524,7.01551,9.44398
34,1.25465,3.29298,1.89153,4.2614,16.948
35,5.7238,4.86469,14.4142,7.75348,12.0932
36,6.33524,10.9767,7.22028,9.36133,2.19721
37,20.0017,3.99934,16.0069,10.7492,10.7045
38,9.24382,8.12739,3.54392,6.17245,12.1116
39,6.61292,2.25586,8.28435,10.9193,12.8895
40,20.6732,11.1342,18.2773,7.68537,10.4328
41,7.03559,6.59998,8.68297,8.59673,6.98012
42,7.25374,15.484,20.5656,7.50797,8.37802
43,12.623,25.9352,10.4208,14.8632,17.7224
44,11.7203,14.6312,13.0392,15.1626,4.82799
45,11.0214,12.4061,12.3353,15.6851,12.2345
46,4.27526,12.9566,5.58461,6.50311,7.90746
47,9.44291,2.28137,15.5845,4.22242,17.8506
48,4.37524,16.4096,9.85789,1.41788,4.78519
49,19.3521,18.4401,6.92377,11.914,12.4607
50,2.36274,10.9025,15.3552,13.8224,4.44418
51,9.61734,7.05174,8.50849,7.94355,14.9201
52,20.716,8.28706,11.2466,11.6226,18.3765
53,14.4449,12.4803,10.2779,10.3012,2.80269
54,8.08256,14.431,8.83148,10.2218,4.11936
55,12.2275,2.69122,11.4494,9.06388,1.28357
56,15.3474,9.18067,19.3039,17.3913,5.60266
57,6.0414,4.14012,2.06768,7.88911,17.2187
58,5.77946,16.7941,8.56827,10.228,11.9459
59,8.663,9.48079,14.2179,4.66839,6.49093
60,5.16444,17.1838,6.4915,9.28358,6.99698
61,8.45911,6.31285,12.3136,4.79575,3.23775
62,7.2079,6.00882,3.31078,8.38314,1.69941
63,18.6387,2.53699,6.7685,7.98223,18.4234
64,1.34842,10.7103,15.1858,8.45128,4.15091
65,9.46008,17.6355,6.92107,17.1809,11.2933
66,16.1626,11.0934,7.57812,18.1943,11.1262
67,10.8321,14.0378,14.6208,14.0643,3.24639
68,6.81382,6.71736,6.1046,5.63948,6.64488
69,11.6797,12.472,9.99182,7.86984,16.3773
70,9.54217,14.6854,7.15337,12.0686,16.7104
71,10.2479,18.0529,16.37,5.65709,10.5821
72,11.8008,18.593,14.3304,9.48212,11.1004
73,5.45973,12.8052,6.23777,18.3687,10.2185
74,15.3684,10.3802,11.7648,13.0805,7.35638
75,12.5647,3.90755,4.19837,9.79187,5.49942
76,10.6125,19.8673,8.10471,4.7021,10.9075
77,6.12384,10.1188,11.5782,9.82402,10.2828
78,10.9605,17.9856,8.7354,10.6372,14.3342
79,12.3552,8.20895,14.5093,5.64377,8.86625
80,6.14457,12.8809,15.948,11.1167,10.3763
81,8.50947,20.8642,17.8141,12.7782,20.4224
82,3.70579,15.944,9.79346,10.8698,14.5394
83,9.95605,12.2571,14.0793,12.8338,11.4299
84,18.9156,16.2099,9.57118,5.45154,13.1931
85,11.0793,18.545,14.9375,13.821,10.0648
86,5.62151,9.01019,12.3841,1.3521,16.2086
87,11.3045,9.64163,4.88091,16.442,12.3226
88,7.20129,17.5251,7.45797,3.7908,10.9176
89,11.7658,12.6596,13.4818,12.5806,12.3775
90,7.13123,6.59628,13.7118,11.2173,14.1012
91,1.46361,7.49607,19.5351,12.7627,11.4778
92,13.5396,21.0423,19.9902,2.1024,3.94749
93,1.93295,6.26446,10.2746,11.2101,2.34761
94,9.83835,14.1408,15.0495,7.5157,11.9392
95,13.2935,5.45421,18.2105,9.80594,10.4352
96,4.9069,24.881,17.0713,7.63206,10.1363
97,9.3245,18.5308,12.5851,15.9099,11.7909
98,9.44014,11.6321,7.96528,2.73898,14.0684
99,2.49418,8.65583,7.80068,13.2168,17.8235
