E_0,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9
11.604662689904018,5.835364672095961,13.038488387966964,12.66408231570011,6.809494170966482,0.6631916092701022,16.05008322294038,5.327579126039321,7.011685083087702,6.116347911893276
10.269048443584563,16.95196585826296,8.522691522967136,8.782538328956491,3.5071348517934027,5.067819458221254,13.36687074929924,12.188438835600243,9.865324153070015,14.612452763841194
11.709942055217393,9.520898008520298,9.551162965989064,9.846220833338133,12.17380186991863,9.475738201296018,8.853647370688115,0.9445753013269531,13.158667679117396,10.015706985902737
11.897912665922098,13.756224528425959,7.951680884767202,16.832406902544893,14.408460226947252,13.594303460825401,5.573106819492203,7.865336465838882,9.361485646110914,14.509157223579741
14.014343807556601,14.850340178548002,12.946893286391257,4.880051728289095,10.650637406575411,8.37826322804213,6.411864502830802,7.816746373294142,10.221953157926308,9.155856120686087
13.342209170115574,7.836538601934082,15.462760157566489,10.247467959922425,4.255209427030583,7.241320367422703,5.763203927264611,6.536943748250723,8.396032564698459,10.42444948258464
9.263634409268661,5.445172514846826,14.245530702438113,7.520279322164315,10.806040631175575,10.407852719914295,9.936680559082975,10.270135273391702,10.855068489206975,10.693921574897203
12.106807342984194,11.698792569507168,13.015920175625348,11.912842033270643,8.639547536042306,12.761851722267007,8.692274003935905,10.432261959332708,9.339553210218662,10.158434403046956
12.051675659928772,7.380660565435331,11.966313125323072,10.610472944327837,5.573952108925285,10.510746520514243,4.420234593034324,12.906658258996524,8.48042354979737,15.438780026615522
10.358764601265982,14.075957303358077,9.214225768700608,9.816763808200065,9.367251851323314,5.8783805875599295,11.775922636183342,10.574653001816147,7.922483223930625,9.633038834029222
12.26506124706722,10.289043586151623,9.389362430897686,7.602701816539845,8.77761262117154,6.910479549908684,13.194168381869162,8.164121496411168,9.249448018041,6.246251884873918
11.657350089280442,11.830670249338826,8.333909815951536,4.275465330262878,11.863575662507866,11.60221206028471,13.412339392561249,5.859019813544905,4.7677685291587935,8.034016464612819
7.186695807827711,14.678240609015168,7.099723917043577,6.072507718910341,8.379288831866075,8.5799689539685,6.74234071352959,7.342332196190398,16.51253375477108,8.136561196287472
14.461217032732797,11.980258270834087,8.35800095895666,6.941156555802889,19.246400138181993,7.379310679042101,9.020650841014357,4.607781087471585,6.186563819009595,3.6022106516576944
9.223548642552526,11.105875565203672,10.293744720431924,10.673429466519579,6.421775423233017,8.074130523584568,9.356698300222174,10.860558518659028,11.513430752172326,9.054342544337146
13.529204608847879,11.81096728955744,10.92725917088806,8.856754714124197,7.764551439378023,7.7790556279192895,12.887680112335845,10.31508391278104,15.240753353277825,11.355620724659705
9.797115277444696,9.423467005951418,8.828743182261844,9.701278554738355,9.569447656075784,11.260259364579353,10.71139786609707,5.860097668235595,11.124785919554867,10.385768470268918
12.19698067789783,8.590376059219869,11.077230895762055,16.57656379727827,14.509650974004597,9.743208161583105,9.304681337174685,9.791046519878273,11.191846748309194,7.869437247005139
5.257081413362405,5.357148559410325,14.573517574771076,11.786031229792123,3.950396496742708,6.040828609563582,11.955345473083463,11.118915583705773,9.462628823728508,7.644075635327748
16.962232484497697,5.6901870807295065,16.696595628596224,9.292413901128118,9.691923078035233,12.929283206414626,11.87013738238811,4.482406078424535,11.671139037120387,10.39520359338248
8.585056164088709,12.873302415202915,8.967170462307996,12.306901537099627,6.929395681817765,14.747992202944324,15.328922823769545,13.012465340074547,10.328848703017318,6.281500504651888
9.074754222266385,9.019625859078564,15.077537645495838,13.337962670304227,10.45100437948234,8.789466929656408,8.851338537316915,8.328720272955,10.782506711671452,8.055590803232153
9.664187510206368,10.037563680055671,10.548221981823946,10.072390854304425,9.530419287517391,6.478509575906239,15.033969234508584,11.323017371071522,9.910774094047193,9.088582835611803
6.82185512523935,10.577101722536685,7.804676965448004,5.4832896454506574,6.6571841681781505,13.931759413564647,11.120765479282195,8.674952948753027,11.062931866880046,11.015736697881264
10.931068060209304,4.769812342518354,9.510173879771049,6.272517970154977,9.308355758424486,6.742373071807874,12.334770376126407,4.650711808546189,7.458430047297379,11.145746745404194
9.163988593636486,15.167984976626931,15.401223963886359,11.958613440692798,10.90247118279484,6.300220552209303,10.524464185217619,8.417774643789496,13.235771670792321,12.391109098268455
1.3834826717573492,11.369355851647118,13.209160165573024,12.95819806119273,13.671867777316592,10.802122818769782,11.146949001878497,4.703608515747034,12.739531437090886,12.220943868107893
6.451475604481901,16.014566349798464,5.855758403549169,10.746657436853948,8.711505731001889,9.404700343250239,12.3261285846305,7.29862639561969,6.672513943947982,7.198596176253806
10.590551605899835,5.985681523610355,14.352121992284212,12.929991724091195,11.294289094137554,11.739135468906925,15.427476500603735,10.204080378728763,11.63333943728334,11.859792608796539
5.543326833151454,15.565608563000568,9.307233600850076,10.134631482323469,13.446516698175053,18.91352971842832,6.632505584573556,13.12257379042411,10.977316640342583,12.481624810775
3.858616052978176,8.817517129939194,10.58479667849977,9.257255632065732,12.199234466183906,13.209688252878841,9.937059490696248,13.575454732709703,11.68129596340545,8.297628424655421
8.619051613146226,13.29958812554256,11.272290771866802,6.355881402506725,8.064731242618382,12.185839127741316,10.372677307354577,8.76458226997313,10.592320544521343,6.401367757461429
12.577095286450948,10.610022399775376,9.940150391910928,8.985059883858094,14.88778714338636,7.382789644932039,10.384396271172504,6.457709103858383,10.7086651553579,13.069778274906497
8.246833255632946,10.585599131517748,9.60861120009399,6.214790079666438,11.338606984235435,8.783816230380243,9.23657328859778,12.026027586099577,11.558020829268926,11.87879585210778
11.813616738062148,11.819490430050418,11.531386213310896,7.620119681965367,7.53397103178191,9.992865920160522,5.740845969144532,11.206937984359376,9.474528984422973,8.162004236915676
9.114728006750234,10.787391523171117,4.950440669007116,7.998652748197276,7.770935827635306,10.258601828885155,6.852308772469286,12.534195976608567,13.84469145155982,7.462750487355596
