group,DeltaE1,DeltaE2
1,9.640369115929246,10.872364226213033
2,11.251508620546133,6.668840898769593
3,6.947825134461204,10.849577087148921
4,8.558329623215242,13.570330169703386
5,7.575314794776542,10.602986299481486
6,9.651373138802743,10.138013499003193
7,6.515432488267059,10.450205463403515
8,13.593116700656484,6.725957277814669
9,11.154258666826323,7.250465348059713
10,14.169612701901038,13.262464855582634
11,10.504942416929245,8.594968490625462
12,8.452539872345772,8.169025676398121
13,14.098204821048649,10.595029646841585
14,10.788310022075652,6.931455454137675
15,9.607544888787297,6.522365358883512
16,10.713111645852216,5.1897783311902
17,12.58800987298911,12.732335889175285
18,13.173740201161769,10.334290281378195
19,8.562200049764101,8.936571571186082
20,13.591170204833427,10.893026084844804
21,11.261706071976452,10.280647977791372
22,7.6836930281926765,9.35315838561436
23,7.184256257148417,12.240835420502062
24,10.898023645136135,8.844043492876283
25,9.763500964673398,7.348471101139328
26,8.269071037504368,12.204958318758706
27,9.5955319737703,9.12188404408106
28,9.068747936256498,12.20084031070703
29,7.614760573305379,13.010627013817286
30,12.304180524213209,9.11301935638423
31,9.21774075126882,11.124763462538143
32,8.256863218425678,6.736598896854335
33,11.50276166128041,13.849633694750436
34,6.802136438840048,8.693214746130657
35,9.260051886634242,13.526561561476095
36,7.677096617148397,9.579324176206724
37,9.440572822002547,11.831878557368375
38,6.834542124142981,11.367880496688478
39,6.537510270116723,9.947120601455657
40,12.354387713774834,8.210454884704493
41,9.138775752377715,9.630128895377794
42,11.714386202016037,6.276698808383294
43,13.52625034298714,9.555447563895068
44,9.342362467245586,11.19384957328045
45,8.940544629962318,10.210768112686626
46,7.013665728178999,10.999133111232652
47,5.715790917538389,12.17523745440215
48,8.934957766575955,13.372134983069644
49,10.321156729928036,8.189479164702018
50,10.064978822797174,12.569735814326911
51,10.141481862925405,12.401480114769758
52,9.944475940299217,5.642623592742115
53,7.575459110525545,6.963938146968836
54,11.667701964766092,12.721206108703607
55,9.983987771411348,11.292701238287135
56,9.283425472668805,6.32734439148362
57,5.845114049895216,7.363801044408929
58,6.706055435973759,10.968618505109612
59,13.845342557764027,11.30432215286669
60,7.531443090293563,13.316505275796377
61,8.64013261559902,7.931530837353161
62,10.478638783535196,6.697839648747618
63,10.310552535639566,6.9581987219558235
64,12.450013784199832,8.620507757522471
65,8.659320982405701,9.21425628269703
66,9.53058902859838,10.266576005331835
67,14.47433410082214,6.102351131877668
68,9.981195219684489,7.777536351368044
69,8.929401182428819,12.63405730870224
70,11.401153235482937,8.25388101633614
71,12.226641968114338,9.463955762991455
72,9.746932352365274,12.752528302158783
73,5.049088619733324,11.842813252811785
74,6.470541210663821,9.811042332904066
75,13.115797341912993,10.324014037082858
76,10.548345030509886,10.878885628574999
77,13.485768190931696,7.843866209588662
78,13.187665575679247,9.522134162384933
79,12.778166501114443,7.032871523639733
80,10.847653517496616,11.486153542180706
81,12.202620512624158,8.424196578912973
82,8.39095133233901,13.24060918552668
83,8.49008886510369,11.71517089477096
84,9.278919534543162,13.342639254307493
85,5.398969448104628,12.478339264130927
86,10.089255670097911,5.0623952377879045
87,8.61067292321719,7.427519936027665
88,9.389351775276001,12.871066792906941
89,10.854152477032203,11.764504259122539
90,11.60871369041716,5.151876689649898
91,13.318600044452715,9.567552252930657
92,11.405883419283203,7.8661322831214875
93,10.922400054553757,7.930228656193185
94,5.944914979077126,11.460194767044088
95,8.092693109174302,14.904874204026758
96,12.575401950985626,7.281993512584677
97,8.987560861664232,12.10270981042348
98,7.764202497651774,11.438390925469038
99,13.18549118763362,5.331030754597261
100,12.125566183250996,5.239431358902756
