group,DeltaE1,DeltaE2
1,8.495701993604666,9.344217284906652
2,7.394741619318344,11.15927667384712
3,11.306160349843301,7.665790206312593
4,11.501803248361375,7.556950875001004
5,8.430523333270674,8.795180477727607
6,9.494245146011332,9.806614396971192
7,10.73788571083741,8.596303899345713
8,9.652308291997016,12.86213565610266
9,9.213095725798178,10.945103030904145
10,9.926885905455398,9.348097580861774
11,7.898631137729199,8.909789968863173
12,11.424883384787679,9.784541162152614
13,8.766941051212534,10.938145321309056
14,9.007257649779715,10.384084825299647
15,8.973451882038386,9.978598501556931
16,9.218319350888024,12.800462506627326
17,10.242356813067358,12.058240279866801
18,7.835284670143763,12.332072708487098
19,10.40367436849547,10.465629540525365
20,8.893339041338217,8.830457770181965
21,10.05953139152677,8.653134593745639
22,10.547818695042967,10.238895300652702
23,9.98706071044147,12.280007414706882
24,9.326043412483838,12.158662925669525
25,10.584175197997936,11.774687609128021
26,9.80903164390988,12.466062973566299
27,10.45172814474843,9.806746831725327
28,7.5260412619349495,9.617428401226487
29,11.588238747569397,11.597018737383584
30,9.62599091158072,7.735000145161511
31,9.444725760102965,11.723118038202644
32,11.033421606516708,9.98619914474694
33,9.690933246513708,12.322930523737408
34,7.4277651436181,9.762368826539934
35,12.289254221792536,10.17906929032641
36,11.48082113674697,9.568327196037568
37,11.208995777624963,8.139185969579957
38,12.258181706246368,9.649714858187574
39,10.529383994534825,11.558221946721757
40,11.977438202465962,8.442083923783898
41,9.875927621925282,11.411382912091371
42,9.905263969507786,8.614997911989454
43,10.794253961500992,7.541900903393817
44,10.677263815949756,10.037604754786491
45,9.72401858979954,9.582831531446002
46,9.803431188863096,10.809170287931494
47,8.027872595097124,12.377701357412837
48,11.986736860177716,11.986310284379963
49,9.91202288677196,10.92429545504256
50,9.851186216920997,7.7928550884810495
51,12.137012395897212,12.136224620914156
52,10.617693870737371,11.619856034206563
53,12.477681686695597,12.329300047681258
54,11.716738562417964,9.078338834214806
55,9.49022536152309,9.906101130620218
56,11.120768109614515,7.589126138169679
57,9.60594357245182,8.636563968033922
58,7.889478686737674,8.445631066930497
59,10.537279585137252,10.68038920244542
60,9.292931221379455,12.245074224347325
61,10.056519321247439,11.797919086954575
62,8.035767654378784,8.086337869691762
63,10.727239517625753,8.43829313016919
64,9.642004811847036,7.399841796574777
65,10.619692151468435,12.699374913734957
66,7.9908573278607395,11.29745512953534
67,8.328171283350926,11.601966411288277
68,12.949469248502844,11.058464621562884
69,12.645398574402392,8.901640831975914
70,7.791242993016121,10.11347524577594
71,12.472683119666886,11.460623647291797
72,9.255569114856508,12.212063980460606
73,12.337182080928383,10.867360631015607
74,11.914626846427765,9.38196174513057
75,8.21804777939197,9.604470394200845
76,12.22788109517848,11.616563426620704
77,11.857722976275015,11.759390617129593
78,12.732428410391584,9.393898430843224
79,10.787502271329982,11.834284920651584
80,10.768172014549162,10.84799100873538
81,8.504976331977499,10.889642264658686
82,11.982586384801648,7.255082958559649
83,10.387973556391342,12.588779894577598
84,8.330430216099508,11.746313314255262
85,10.94432225116369,12.48936890873637
86,10.420651986175123,8.679398503993266
87,10.373884087612035,9.858395039591969
88,11.025168208034671,9.293504182456875
89,9.10567200158553,11.219355429104112
90,9.632676963413239,10.501239476714499
91,10.679600937645748,11.708128825767535
92,12.893714495317944,11.024997481578056
93,10.284992367654347,8.570372315108838
94,10.230815659079386,9.993881900537499
95,9.39635919758534,11.400409727655076
96,11.478613711941435,8.05828566980646
97,10.76643396175545,8.748056291318273
98,10.32287939311242,11.362966210237587
99,8.298963776630393,10.56862008656936
100,11.519266578839778,12.608142263667435
